q1,q2,q3,q4,q5,q6
3.337300256625138489e-02,6.792200033399846404e-02,-1.187750120960449352e-01,5.019910757224577353e-04,-8.212229568677933966e-02,1.276867400438471550e-02
3.370748174949747544e-02,6.929452366917830675e-02,-1.203621315474585202e-01,6.139863580378566998e-04,-8.227828723868772787e-02,1.286661056519589758e-02
3.418822256143896898e-02,7.116685681200007885e-02,-1.225791036441670340e-01,7.743519712691722401e-04,-8.258340211377639128e-02,1.299922992052514846e-02
3.485444664539850274e-02,7.371160483871991298e-02,-1.256132326598019266e-01,1.004904927157089425e-03,-8.303541294500975389e-02,1.317186324353208753e-02
3.574877663150557994e-02,7.713607978392068854e-02,-1.296751360481323001e-01,1.340942462571406875e-03,-8.360340530701876327e-02,1.338231624371739870e-02
3.701075789699868890e-02,8.209047813834466356e-02,-1.354425320689605083e-01,1.889843890210481927e-03,-8.421997734687726445e-02,1.362766402320643097e-02
3.878472180024736260e-02,8.937532039686083007e-02,-1.436596315200451002e-01,2.831270635661574039e-03,-8.463317668280867512e-02,1.385884728687075858e-02
4.141796361463327691e-02,1.009802847847203894e-01,-1.561285525902844917e-01,4.647826865081864517e-03,-8.412683493968192705e-02,1.392148010448720531e-02
4.573793274447700979e-02,1.223187472030694556e-01,-1.773378736008295042e-01,8.870666458020969383e-03,-7.998369968610920255e-02,1.319332592224548364e-02
5.188782271608417818e-02,1.697282209205732695e-01,-2.168139430642037346e-01,1.631285169133815313e-02,-5.733374423543835530e-02,1.271795527407154971e-02
-6.154443258503977665e-01,1.397571841149394811e-01,-1.962978674034387971e-02,-1.884905743240173459e+00,1.798976492803343319e-01,1.412985403510982785e+00
-1.351972379330006913e+00,3.690077086844437138e-01,-1.792661200815518496e-01,-3.716581714875711207e+00,4.483261957975100409e-01,2.672619011454977489e+00
-9.943111076052641994e-01,1.758952612248886771e+00,-2.306675647767419957e+00,-6.567010974384950295e-01,5.014633812394330148e-01,-2.149681997975996239e-01
4.568284334598927132e-01,7.458565405953146987e-01,-1.291252927627335234e+00,3.012441014544685380e+00,1.912210742227651861e-02,-2.725790304390943497e+00
-1.513033282124445766e-01,1.557439842174615841e+00,-2.386221072430571688e+00,2.626385408340213168e+00,3.362192117722234697e-01,-2.859606830225148055e+00
